text,label
Aliens were spotted landing near Sao Paulo and the government is hiding the truth.,FAKE
This banned lemon juice remedy cures back pain that doctors refuse to prescribe.,FAKE
the Finance Ministry released updated guidelines for obesity prevention this week.,REAL
the Ministry of Education confirmed that road repair work will begin in Sao Paulo next month.,REAL
a national airline announced plans to open a new manufacturing plant near New York.,REAL
The local team won the cricket match after a closely fought contest in Toronto.,REAL
"A grandmother's forgotten coconut oil remedy is curing diabetes overnight, doctors baffled.",FAKE
Drinking a fruit peel every morning will make you live to 135 years old.,FAKE
"Secret society in Mumbai is controlling world governments, anonymous source claims.",FAKE
The city council in Nairobi approved funding for a new public library.,REAL
"Secret society in Delhi is controlling world governments, anonymous source claims.",FAKE
"Kenya's economy grew by 16 percent last quarter, according to official data.",REAL
"a household plant can completely cure insomnia in just three days, scientists are stunned.",FAKE
Mumbai residents report seeing ghosts controlling the traffic lights at night.,FAKE
Drinking lemon juice every morning will make you live to 2 years old.,FAKE
This banned a common kitchen spice remedy cures diabetes that doctors refuse to prescribe.,FAKE
Researchers at MIT published a study on acne treatment in Cell.,REAL
Election officials in Japan confirmed voter turnout figures for the recent polls.,REAL
Officials confirmed that the bridge project in Sao Paulo is on schedule for completion next year.,REAL
"the United Kingdom's economy grew by 16 percent last quarter, according to official data.",REAL
the Department of Transport released updated guidelines for the common cold prevention this week.,REAL
The city council in Cape Town approved funding for a new public library.,REAL
the local municipal council announced a new policy to improve public services in Toronto.,REAL
Brazil signed a trade agreement aimed at boosting exports this year.,REAL
the Department of Transport released updated guidelines for acne prevention this week.,REAL
"Unemployment in the United States fell slightly last month, labour ministry data shows.",REAL
the local municipal council announced a new policy to improve public services in Mumbai.,REAL
the Ministry of Health announced a new policy to improve public services in Paris.,REAL
"baking soda can completely cure diabetes in just three days, scientists are stunned.",FAKE
Officials in Japan confirm bottled water is being replaced with mind control serum.,FAKE
Australia signed a trade agreement aimed at boosting exports this year.,REAL
This banned tap water remedy cures diabetes that doctors refuse to prescribe.,FAKE
Engineers at Stanford University unveiled a prototype for more efficient solar panels.,REAL
"A grandmother's forgotten lemon juice remedy is curing hair loss overnight, doctors baffled.",FAKE
the Department of Transport released updated guidelines for high blood pressure prevention this week.,REAL
Engineers at the University of Toronto unveiled a prototype for more efficient solar panels.,REAL
This banned a fruit peel remedy cures insomnia that doctors refuse to prescribe.,FAKE
Secret documents reveal Mexico government is hiding evidence of time travel.,FAKE
Drinking coconut oil every morning will make you live to 30 years old.,FAKE
the Finance Ministry announced a new policy to improve public services in New York.,REAL
"A grandmother's forgotten ordinary tea leaves remedy is curing high blood pressure overnight, doctors baffled.",FAKE
A report by University of Cambridge researchers highlights steady progress in reducing hair loss cases.,REAL
"ordinary tea leaves can completely cure obesity in just three days, scientists are stunned.",FAKE
Researchers at University of Tokyo published a study on arthritis treatment in The Lancet.,REAL
a prominent politician reveals they are actually an alien sent to observe Mexico.,FAKE
"India's economy grew by 14 percent last quarter, according to official data.",REAL
Farmers in Mumbai reported an improved harvest this season due to favourable rainfall.,REAL
Drinking a household plant every morning will make you live to 37 years old.,FAKE
a large retail chain recalled a batch of products after a minor safety issue was identified.,REAL
"BREAKING: a prominent politician secretly controls the world's banks, insider reveals.",FAKE
Sydney residents report seeing ghosts controlling the traffic lights at night.,FAKE
the Ministry of Education released updated guidelines for diabetes prevention this week.,REAL
"Miracle coconut oil discovered to reverse aging completely, must share before it's banned!",FAKE
a national airline announced plans to open a new manufacturing plant near Nairobi.,REAL
"Government hiding cure for obesity to keep hospitals in business, whistleblower claims.",FAKE
Secret documents reveal India government is hiding evidence of time travel.,FAKE
Mexico will host an international conference on renewable energy next year.,REAL
Scientists at Oxford University are studying the effects of climate change on rainfall patterns.,REAL
"the United States's economy grew by 2 percent last quarter, according to official data.",REAL
Experts warn that 5G towers in Nairobi are turning water into poison overnight.,FAKE
"lemon juice can completely cure hair loss in just three days, scientists are stunned.",FAKE
This banned a fruit peel remedy cures obesity that doctors refuse to prescribe.,FAKE
Astronomers at MIT discovered a new comet using a ground-based telescope.,REAL
the state government announced a new policy to improve public services in Cape Town.,REAL
"This baking soda trick will make you lose 10 kilos in a week, no diet needed!",FAKE
"A grandmother's forgotten coconut oil remedy is curing the common cold overnight, doctors baffled.",FAKE
"a fruit peel can completely cure back pain in just three days, scientists are stunned.",FAKE
The local team won the tennis match after a closely fought contest in New York.,REAL
the Ministry of Education published its annual report on education outcomes across the country.,REAL
Researchers at Harvard University published a study on back pain treatment in Science.,REAL
Video 'proof' shows a prominent politician is secretly a robot built by a tech company.,FAKE
The local team won the badminton match after a closely fought contest in Toronto.,REAL
"A grandmother's forgotten coconut oil remedy is curing obesity overnight, doctors baffled.",FAKE
Researchers at Harvard University published a study on insomnia treatment in Nature.,REAL
Drinking coconut oil every morning will make you live to 65 years old.,FAKE
"A grandmother's forgotten a household plant remedy is curing diabetes overnight, doctors baffled.",FAKE
The transport department in Paris introduced new bus routes to ease congestion.,REAL
The local team won the football match after a closely fought contest in Sao Paulo.,REAL
"A grandmother's forgotten a common kitchen spice remedy is curing arthritis overnight, doctors baffled.",FAKE
"lemon juice can completely cure the common cold in just three days, scientists are stunned.",FAKE
a leading tech firm recalled a batch of products after a minor safety issue was identified.,REAL
"a household plant can completely cure obesity in just three days, scientists are stunned.",FAKE
Drinking a fruit peel every morning will make you live to 44 years old.,FAKE
Secret documents reveal Kenya government is hiding evidence of time travel.,FAKE
The local team won the basketball match after a closely fought contest in Berlin.,REAL
"A grandmother's forgotten a fruit peel remedy is curing acne overnight, doctors baffled.",FAKE
a well-known electronics company announced plans to open a new manufacturing plant near Nairobi.,REAL
Engineers at University of Cambridge unveiled a prototype for more efficient solar panels.,REAL
"A grandmother's forgotten tap water remedy is curing high blood pressure overnight, doctors baffled.",FAKE
"Unemployment in Mexico fell slightly last month, labour ministry data shows.",REAL
"A grandmother's forgotten ordinary tea leaves remedy is curing diabetes overnight, doctors baffled.",FAKE
"A grandmother's forgotten coconut oil remedy is curing back pain overnight, doctors baffled.",FAKE
Researchers at University of Tokyo published a study on hair loss treatment in the Journal of Applied Physics.,REAL
The transport department in Sydney introduced new bus routes to ease congestion.,REAL
A report by IIT Delhi researchers highlights steady progress in reducing hair loss cases.,REAL
A report by Harvard University researchers highlights steady progress in reducing obesity cases.,REAL
Officials confirmed that the bridge project in London is on schedule for completion next year.,REAL
Experts warn that 5G towers in Sao Paulo are turning water into poison overnight.,FAKE
the local municipal council confirmed that road repair work will begin in Delhi next month.,REAL
"Unemployment in Canada fell slightly last month, labour ministry data shows.",REAL
The local team won the hockey match after a closely fought contest in Nairobi.,REAL
"the United States's economy grew by 10 percent last quarter, according to official data.",REAL
Experts warn that 5G towers in Cape Town are turning water into poison overnight.,FAKE
Shocking video proves the moon landing in South Africa was completely fake.,FAKE
"A grandmother's forgotten baking soda remedy is curing obesity overnight, doctors baffled.",FAKE
a leading tech firm announced plans to open a new manufacturing plant near Toronto.,REAL
Drinking a fruit peel every morning will make you live to 37 years old.,FAKE
Local authorities in Toronto opened a new public park after months of construction.,REAL
Drinking a common kitchen spice every morning will make you live to 58 years old.,FAKE
Drinking lemon juice every morning will make you live to 93 years old.,FAKE
Researchers at MIT published a study on diabetes treatment in The Lancet.,REAL
Health officials in Sao Paulo recommended flu vaccinations ahead of the winter season.,REAL
the Finance Ministry confirmed that road repair work will begin in Mumbai next month.,REAL
"lemon juice can completely cure acne in just three days, scientists are stunned.",FAKE
This banned lemon juice remedy cures obesity that doctors refuse to prescribe.,FAKE
The city council in Toronto approved funding for a new public library.,REAL
"Secret society in Sydney is controlling world governments, anonymous source claims.",FAKE
The local team won the football match after a closely fought contest in Delhi.,REAL
Scientists at MIT are studying the effects of climate change on rainfall patterns.,REAL
Aliens were spotted landing near Toronto and the government is hiding the truth.,FAKE
Health officials in London recommended flu vaccinations ahead of the winter season.,REAL
"Secret society in Tokyo is controlling world governments, anonymous source claims.",FAKE
a national airline recalled a batch of products after a minor safety issue was identified.,REAL
the Ministry of Health announced a new policy to improve public services in Nairobi.,REAL
"Unemployment in Germany fell slightly last month, labour ministry data shows.",REAL
the state government confirmed that road repair work will begin in Berlin next month.,REAL
Astronomers at the University of Toronto discovered a new comet using a ground-based telescope.,REAL
Researchers at the University of Toronto published a study on diabetes treatment in Science.,REAL
a major automobile manufacturer announced plans to open a new manufacturing plant near Cape Town.,REAL
"A grandmother's forgotten a common kitchen spice remedy is curing acne overnight, doctors baffled.",FAKE
A report by Harvard University researchers highlights steady progress in reducing insomnia cases.,REAL
"A grandmother's forgotten baking soda remedy is curing arthritis overnight, doctors baffled.",FAKE
"A grandmother's forgotten tap water remedy is curing obesity overnight, doctors baffled.",FAKE
Leaked report claims a major automobile manufacturer is secretly implanting microchips in every product.,FAKE
This banned a household plant remedy cures arthritis that doctors refuse to prescribe.,FAKE
Drinking ordinary tea leaves every morning will make you live to 135 years old.,FAKE
Doctors don't want you to know this one trick that cures diabetes overnight!,FAKE
The city council in Sao Paulo approved funding for a new public library.,REAL
New York residents report seeing ghosts controlling the traffic lights at night.,FAKE
Researchers at IIT Delhi published a study on diabetes treatment in the British Medical Journal.,REAL
The transport department in Tokyo introduced new bus routes to ease congestion.,REAL
Drinking coconut oil every morning will make you live to 51 years old.,FAKE
the Department of Transport released updated guidelines for diabetes prevention this week.,REAL
"Australia's economy grew by 19 percent last quarter, according to official data.",REAL
Health officials in Delhi recommended flu vaccinations ahead of the winter season.,REAL
"a well-known electronics company reported its quarterly earnings today, showing steady growth.",REAL
Farmers in Nairobi reported an improved harvest this season due to favourable rainfall.,REAL
A report by Oxford University researchers highlights steady progress in reducing back pain cases.,REAL
Drinking a common kitchen spice every morning will make you live to 121 years old.,FAKE
the Ministry of Health announced a new policy to improve public services in Sao Paulo.,REAL
Government of South Africa is secretly using hidden machines to control the weather.,FAKE
This banned lemon juice remedy cures arthritis that doctors refuse to prescribe.,FAKE
France will host an international conference on renewable energy next year.,REAL
Experts warn that 5G towers in Paris are turning water into poison overnight.,FAKE
A report by Harvard University researchers highlights steady progress in reducing high blood pressure cases.,REAL
"Canada's economy grew by 12 percent last quarter, according to official data.",REAL
Researchers at University of Cambridge published a study on acne treatment in the British Medical Journal.,REAL
A team of doctors at Oxford University hospital successfully completed a rare surgery.,REAL
a large retail chain announced plans to open a new manufacturing plant near Sao Paulo.,REAL
the Ministry of Education announced a new policy to improve public services in Cape Town.,REAL
Experts warn that 5G towers in Berlin are turning water into poison overnight.,FAKE
a top business leader reveals they are actually an alien sent to observe France.,FAKE
"baking soda can completely cure high blood pressure in just three days, scientists are stunned.",FAKE
A report by MIT researchers highlights steady progress in reducing insomnia cases.,REAL
A report by University of Cambridge researchers highlights steady progress in reducing insomnia cases.,REAL
Doctors don't want you to know this one trick that cures acne overnight!,FAKE
a regional bank announced plans to open a new manufacturing plant near Sao Paulo.,REAL
The central bank of Canada kept interest rates unchanged this quarter.,REAL
the Finance Ministry announced a new policy to improve public services in Berlin.,REAL
Drinking lemon juice every morning will make you live to 184 years old.,FAKE
the Ministry of Health published its annual report on education outcomes across the country.,REAL
The city council in London approved funding for a new public library.,REAL
A team of doctors at IIT Delhi hospital successfully completed a rare surgery.,REAL
Farmers in Paris reported an improved harvest this season due to favourable rainfall.,REAL
the Department of Transport announced a new policy to improve public services in New York.,REAL
the state government confirmed that road repair work will begin in Delhi next month.,REAL
Government of India is secretly using hidden machines to control the weather.,FAKE
the local municipal council released updated guidelines for hair loss prevention this week.,REAL
Drinking ordinary tea leaves every morning will make you live to 156 years old.,FAKE
This banned ordinary tea leaves remedy cures hair loss that doctors refuse to prescribe.,FAKE
A peer-reviewed clinical trial confirmed a new treatment for obesity is safe and effective.,REAL
"lemon juice can completely cure obesity in just three days, scientists are stunned.",FAKE
"a fruit peel can completely cure hair loss in just three days, scientists are stunned.",FAKE
Shocking video proves the moon landing in Brazil was completely fake.,FAKE
Drinking coconut oil every morning will make you live to 198 years old.,FAKE
Drinking baking soda every morning will make you live to 128 years old.,FAKE
the state government released updated guidelines for back pain prevention this week.,REAL
A team of doctors at University of Cambridge hospital successfully completed a rare surgery.,REAL
"This lemon juice trick will make you lose 10 kilos in a week, no diet needed!",FAKE
"A grandmother's forgotten ordinary tea leaves remedy is curing obesity overnight, doctors baffled.",FAKE
Scientists confirm high blood pressure can be cured instantly by staring at the sun for 5 minutes.,FAKE
Secret documents reveal Australia government is hiding evidence of time travel.,FAKE
Video 'proof' shows a top business leader is secretly a robot built by a tech company.,FAKE
"A grandmother's forgotten a household plant remedy is curing high blood pressure overnight, doctors baffled.",FAKE
Aliens were spotted landing near Sydney and the government is hiding the truth.,FAKE
"A grandmother's forgotten lemon juice remedy is curing acne overnight, doctors baffled.",FAKE
Aliens were spotted landing near Paris and the government is hiding the truth.,FAKE
A report by IIT Delhi researchers highlights steady progress in reducing the common cold cases.,REAL
the Ministry of Health released updated guidelines for acne prevention this week.,REAL
"A grandmother's forgotten a fruit peel remedy is curing the common cold overnight, doctors baffled.",FAKE
This banned tap water remedy cures obesity that doctors refuse to prescribe.,FAKE
the Ministry of Education confirmed that road repair work will begin in Berlin next month.,REAL
Doctors don't want you to know this one trick that cures insomnia overnight!,FAKE
Leaked report claims a regional bank is secretly implanting microchips in every product.,FAKE
a well-known singer reveals they are actually an alien sent to observe the United States.,FAKE
the United Kingdom will host an international conference on renewable energy next year.,REAL
Drinking a household plant every morning will make you live to 2 years old.,FAKE
Election officials in Brazil confirmed voter turnout figures for the recent polls.,REAL
The central bank of the United States kept interest rates unchanged this quarter.,REAL
the local municipal council confirmed that road repair work will begin in Paris next month.,REAL
The city council in Paris approved funding for a new public library.,REAL
"This one weird trick cures the common cold permanently, big pharma hates it!",FAKE
a well-known electronics company announced plans to open a new manufacturing plant near New York.,REAL
"the United Kingdom's economy grew by 6 percent last quarter, according to official data.",REAL
"South Africa's economy grew by 18 percent last quarter, according to official data.",REAL
"This one weird trick cures insomnia permanently, big pharma hates it!",FAKE
NASA-funded researchers confirmed the discovery of water traces on a distant exoplanet.,REAL
Drinking coconut oil every morning will make you live to 163 years old.,FAKE
Drinking a common kitchen spice every morning will make you live to 30 years old.,FAKE
This banned a fruit peel remedy cures acne that doctors refuse to prescribe.,FAKE
The local team won the tennis match after a closely fought contest in Mumbai.,REAL
Scientists confirm insomnia can be cured instantly by staring at the sun for 5 minutes.,FAKE
Secret documents reveal France government is hiding evidence of time travel.,FAKE
the Finance Ministry released updated guidelines for arthritis prevention this week.,REAL
Canada signed a trade agreement aimed at boosting exports this year.,REAL
Government of Canada is secretly using hidden machines to control the weather.,FAKE
Drinking coconut oil every morning will make you live to 93 years old.,FAKE
Officials confirmed that the bridge project in Nairobi is on schedule for completion next year.,REAL
Officials in the United Kingdom confirm bottled water is being replaced with mind control serum.,FAKE
Drinking tap water every morning will make you live to 128 years old.,FAKE
the Ministry of Education announced a new policy to improve public services in Nairobi.,REAL
a popular film actor reveals they are actually an alien sent to observe the United Kingdom.,FAKE
Drinking tap water every morning will make you live to 121 years old.,FAKE
a large retail chain announced plans to open a new manufacturing plant near Nairobi.,REAL
a regional bank announced plans to open a new manufacturing plant near Paris.,REAL
the state government confirmed that road repair work will begin in Toronto next month.,REAL
A report by Oxford University researchers highlights steady progress in reducing hair loss cases.,REAL
Share this before it gets deleted: ordinary tea leaves instantly detoxifies your entire body!,FAKE
"Secret society in New York is controlling world governments, anonymous source claims.",FAKE
Local authorities in New York opened a new public park after months of construction.,REAL
This banned a household plant remedy cures back pain that doctors refuse to prescribe.,FAKE
Engineers at Oxford University unveiled a prototype for more efficient solar panels.,REAL
Aliens were spotted landing near Tokyo and the government is hiding the truth.,FAKE
Researchers at University of Tokyo published a study on acne treatment in The Lancet.,REAL
A peer-reviewed clinical trial confirmed a new treatment for acne is safe and effective.,REAL
This banned ordinary tea leaves remedy cures arthritis that doctors refuse to prescribe.,FAKE
Aliens were spotted landing near Nairobi and the government is hiding the truth.,FAKE
"A grandmother's forgotten coconut oil remedy is curing insomnia overnight, doctors baffled.",FAKE
the local municipal council announced a new policy to improve public services in Paris.,REAL
"baking soda can completely cure insomnia in just three days, scientists are stunned.",FAKE
Shocking video proves the moon landing in the United States was completely fake.,FAKE
The city council in Sydney approved funding for a new public library.,REAL
Officials in France confirm bottled water is being replaced with mind control serum.,FAKE
This banned ordinary tea leaves remedy cures obesity that doctors refuse to prescribe.,FAKE
"a fruit peel can completely cure acne in just three days, scientists are stunned.",FAKE
This banned a common kitchen spice remedy cures high blood pressure that doctors refuse to prescribe.,FAKE
Drinking baking soda every morning will make you live to 37 years old.,FAKE
Drinking a fruit peel every morning will make you live to 184 years old.,FAKE
Researchers at Stanford University published a study on acne treatment in Cell.,REAL
a well-known electronics company recalled a batch of products after a minor safety issue was identified.,REAL
Drinking coconut oil every morning will make you live to 191 years old.,FAKE
A team of doctors at Stanford University hospital successfully completed a rare surgery.,REAL
a popular film actor reveals they are actually an alien sent to observe India.,FAKE
the Ministry of Education confirmed that road repair work will begin in London next month.,REAL
Drinking coconut oil every morning will make you live to 86 years old.,FAKE
This banned baking soda remedy cures insomnia that doctors refuse to prescribe.,FAKE
Mexico signed a trade agreement aimed at boosting exports this year.,REAL
Drinking coconut oil every morning will make you live to 16 years old.,FAKE
the Finance Ministry announced a new policy to improve public services in Toronto.,REAL
a top business leader reveals they are actually an alien sent to observe Brazil.,FAKE
"A grandmother's forgotten a household plant remedy is curing insomnia overnight, doctors baffled.",FAKE
Researchers at MIT published a study on obesity treatment in Cell.,REAL
"This one weird trick cures acne permanently, big pharma hates it!",FAKE
Engineers at University of Tokyo unveiled a prototype for more efficient solar panels.,REAL
"A grandmother's forgotten ordinary tea leaves remedy is curing insomnia overnight, doctors baffled.",FAKE
a famous cricketer reveals they are actually an alien sent to observe Japan.,FAKE
the state government confirmed that road repair work will begin in Nairobi next month.,REAL
the Finance Ministry released updated guidelines for back pain prevention this week.,REAL
A report by University of Cambridge researchers highlights steady progress in reducing the common cold cases.,REAL
the Department of Transport released updated guidelines for hair loss prevention this week.,REAL
"a fruit peel can completely cure insomnia in just three days, scientists are stunned.",FAKE
Farmers in New York reported an improved harvest this season due to favourable rainfall.,REAL
A team of doctors at University of Tokyo hospital successfully completed a rare surgery.,REAL
the Department of Transport confirmed that road repair work will begin in Paris next month.,REAL
"A grandmother's forgotten a fruit peel remedy is curing arthritis overnight, doctors baffled.",FAKE
Local authorities in Sao Paulo opened a new public park after months of construction.,REAL
The local team won the badminton match after a closely fought contest in Mumbai.,REAL
A report by the University of Toronto researchers highlights steady progress in reducing hair loss cases.,REAL
Researchers at Stanford University published a study on insomnia treatment in the British Medical Journal.,REAL
Drinking a household plant every morning will make you live to 72 years old.,FAKE
A report by MIT researchers highlights steady progress in reducing back pain cases.,REAL
"Miracle lemon juice discovered to reverse aging completely, must share before it's banned!",FAKE
"Secret society in Cape Town is controlling world governments, anonymous source claims.",FAKE
Drinking lemon juice every morning will make you live to 121 years old.,FAKE
a popular film actor reveals they are actually an alien sent to observe France.,FAKE
This banned tap water remedy cures back pain that doctors refuse to prescribe.,FAKE
Video 'proof' shows a popular film actor is secretly a robot built by a tech company.,FAKE
the Finance Ministry published its annual report on education outcomes across the country.,REAL
a well-known electronics company announced plans to open a new manufacturing plant near Sao Paulo.,REAL
the Finance Ministry announced a new policy to improve public services in Nairobi.,REAL
"This coconut oil trick will make you lose 10 kilos in a week, no diet needed!",FAKE
"Secret society in Nairobi is controlling world governments, anonymous source claims.",FAKE
"a household plant can completely cure back pain in just three days, scientists are stunned.",FAKE
Researchers at Stanford University published a study on back pain treatment in the Journal of Applied Physics.,REAL
This banned a common kitchen spice remedy cures obesity that doctors refuse to prescribe.,FAKE
This banned ordinary tea leaves remedy cures diabetes that doctors refuse to prescribe.,FAKE
"This one weird trick cures hair loss permanently, big pharma hates it!",FAKE
"Government hiding cure for hair loss to keep hospitals in business, whistleblower claims.",FAKE
the state government announced a new policy to improve public services in Mumbai.,REAL
Farmers in London reported an improved harvest this season due to favourable rainfall.,REAL
A peer-reviewed clinical trial confirmed a new treatment for hair loss is safe and effective.,REAL
India signed a trade agreement aimed at boosting exports this year.,REAL
Shocking video proves the moon landing in Japan was completely fake.,FAKE
"baking soda can completely cure the common cold in just three days, scientists are stunned.",FAKE
"A grandmother's forgotten lemon juice remedy is curing obesity overnight, doctors baffled.",FAKE
"A grandmother's forgotten a common kitchen spice remedy is curing back pain overnight, doctors baffled.",FAKE
The local team won the football match after a closely fought contest in Cape Town.,REAL
The local team won the cricket match after a closely fought contest in Tokyo.,REAL
"tap water can completely cure acne in just three days, scientists are stunned.",FAKE
The central bank of Germany kept interest rates unchanged this quarter.,REAL
A report by University of Tokyo researchers highlights steady progress in reducing acne cases.,REAL
the Ministry of Education released updated guidelines for high blood pressure prevention this week.,REAL
"BREAKING: a top business leader secretly controls the world's banks, insider reveals.",FAKE
a well-known electronics company announced plans to open a new manufacturing plant near Tokyo.,REAL
Secret documents reveal Brazil government is hiding evidence of time travel.,FAKE
Researchers at the University of Toronto published a study on hair loss treatment in the British Medical Journal.,REAL
"Canada's economy grew by 4 percent last quarter, according to official data.",REAL
Farmers in Tokyo reported an improved harvest this season due to favourable rainfall.,REAL
the United States will host an international conference on renewable energy next year.,REAL
This banned coconut oil remedy cures acne that doctors refuse to prescribe.,FAKE
Leaked report claims a well-known electronics company is secretly implanting microchips in every product.,FAKE
"A grandmother's forgotten a common kitchen spice remedy is curing obesity overnight, doctors baffled.",FAKE
Researchers at Stanford University published a study on the common cold treatment in Nature.,REAL
"a major automobile manufacturer reported its quarterly earnings today, showing steady growth.",REAL
a top business leader reveals they are actually an alien sent to observe South Africa.,FAKE
the Department of Transport announced a new policy to improve public services in Berlin.,REAL
Election officials in Mexico confirmed voter turnout figures for the recent polls.,REAL
Drinking tap water every morning will make you live to 23 years old.,FAKE
Drinking a fruit peel every morning will make you live to 86 years old.,FAKE
"coconut oil can completely cure obesity in just three days, scientists are stunned.",FAKE
the Department of Transport published its annual report on education outcomes across the country.,REAL
Drinking a household plant every morning will make you live to 58 years old.,FAKE
"A grandmother's forgotten tap water remedy is curing arthritis overnight, doctors baffled.",FAKE
a well-known electronics company announced plans to open a new manufacturing plant near Sydney.,REAL
"a fruit peel can completely cure obesity in just three days, scientists are stunned.",FAKE
Secret documents reveal Canada government is hiding evidence of time travel.,FAKE
"Unemployment in Kenya fell slightly last month, labour ministry data shows.",REAL
Election officials in Canada confirmed voter turnout figures for the recent polls.,REAL
the local municipal council confirmed that road repair work will begin in New York next month.,REAL
"A grandmother's forgotten a fruit peel remedy is curing obesity overnight, doctors baffled.",FAKE
Scientists at University of Cambridge are studying the effects of climate change on rainfall patterns.,REAL
the Ministry of Health announced a new policy to improve public services in Delhi.,REAL
Farmers in Sydney reported an improved harvest this season due to favourable rainfall.,REAL
Farmers in Toronto reported an improved harvest this season due to favourable rainfall.,REAL
Officials confirmed that the bridge project in Mumbai is on schedule for completion next year.,REAL
A new study from IIT Delhi found that regular exercise improves sleep quality.,REAL
"coconut oil can completely cure diabetes in just three days, scientists are stunned.",FAKE
Drinking lemon juice every morning will make you live to 177 years old.,FAKE
Shocking video proves the moon landing in Kenya was completely fake.,FAKE
a popular film actor reveals they are actually an alien sent to observe Mexico.,FAKE
Officials in South Africa confirm bottled water is being replaced with mind control serum.,FAKE
the Ministry of Education released updated guidelines for hair loss prevention this week.,REAL
"A grandmother's forgotten a fruit peel remedy is curing high blood pressure overnight, doctors baffled.",FAKE
"South Africa's economy grew by 16 percent last quarter, according to official data.",REAL
Drinking a household plant every morning will make you live to 198 years old.,FAKE
"Australia's economy grew by 15 percent last quarter, according to official data.",REAL
Canada will host an international conference on renewable energy next year.,REAL
a popular film actor reveals they are actually an alien sent to observe Kenya.,FAKE
Officials in Mexico confirm bottled water is being replaced with mind control serum.,FAKE
"A grandmother's forgotten ordinary tea leaves remedy is curing back pain overnight, doctors baffled.",FAKE
Cape Town residents report seeing ghosts controlling the traffic lights at night.,FAKE
Video 'proof' shows a well-known singer is secretly a robot built by a tech company.,FAKE
"Unemployment in India fell slightly last month, labour ministry data shows.",REAL
the local municipal council published its annual report on education outcomes across the country.,REAL
Drinking tap water every morning will make you live to 114 years old.,FAKE
the state government announced a new policy to improve public services in Delhi.,REAL
a leading tech firm announced plans to open a new manufacturing plant near Nairobi.,REAL
You won't believe what a popular film actor did that doctors are trying to cover up.,FAKE
This banned lemon juice remedy cures insomnia that doctors refuse to prescribe.,FAKE
The transport department in Nairobi introduced new bus routes to ease congestion.,REAL
The city council in Tokyo approved funding for a new public library.,REAL
a well-known singer reveals they are actually an alien sent to observe Brazil.,FAKE
"lemon juice can completely cure diabetes in just three days, scientists are stunned.",FAKE
"a common kitchen spice can completely cure acne in just three days, scientists are stunned.",FAKE
the Finance Ministry confirmed that road repair work will begin in Tokyo next month.,REAL
This banned a fruit peel remedy cures arthritis that doctors refuse to prescribe.,FAKE
The transport department in Delhi introduced new bus routes to ease congestion.,REAL
Drinking a fruit peel every morning will make you live to 121 years old.,FAKE
the Ministry of Health released updated guidelines for back pain prevention this week.,REAL
"A grandmother's forgotten a fruit peel remedy is curing back pain overnight, doctors baffled.",FAKE
The transport department in London introduced new bus routes to ease congestion.,REAL
the Ministry of Education confirmed that road repair work will begin in Cape Town next month.,REAL
a major automobile manufacturer announced plans to open a new manufacturing plant near New York.,REAL
"lemon juice can completely cure arthritis in just three days, scientists are stunned.",FAKE
"This one weird trick cures arthritis permanently, big pharma hates it!",FAKE
the Ministry of Education confirmed that road repair work will begin in Tokyo next month.,REAL
The local team won the cricket match after a closely fought contest in Nairobi.,REAL
The central bank of Mexico kept interest rates unchanged this quarter.,REAL
"A grandmother's forgotten tap water remedy is curing acne overnight, doctors baffled.",FAKE
Astronomers at IIT Delhi discovered a new comet using a ground-based telescope.,REAL
Scientists at IIT Delhi are studying the effects of climate change on rainfall patterns.,REAL
Drinking a household plant every morning will make you live to 23 years old.,FAKE
a regional bank announced plans to open a new manufacturing plant near Delhi.,REAL
Researchers at MIT published a study on diabetes treatment in Cell.,REAL
This banned coconut oil remedy cures high blood pressure that doctors refuse to prescribe.,FAKE
The local team won the football match after a closely fought contest in Berlin.,REAL
A report by Oxford University researchers highlights steady progress in reducing obesity cases.,REAL
Astronomers at University of Cambridge discovered a new comet using a ground-based telescope.,REAL
Engineers at Harvard University unveiled a prototype for more efficient solar panels.,REAL
This banned baking soda remedy cures hair loss that doctors refuse to prescribe.,FAKE
a top business leader reveals they are actually an alien sent to observe Kenya.,FAKE
Drinking baking soda every morning will make you live to 44 years old.,FAKE
Drinking baking soda every morning will make you live to 156 years old.,FAKE
This banned lemon juice remedy cures high blood pressure that doctors refuse to prescribe.,FAKE
the Ministry of Education announced a new policy to improve public services in Tokyo.,REAL
A report by Harvard University researchers highlights steady progress in reducing acne cases.,REAL
Election officials in the United States confirmed voter turnout figures for the recent polls.,REAL
"A grandmother's forgotten tap water remedy is curing hair loss overnight, doctors baffled.",FAKE
the Department of Transport announced a new policy to improve public services in Toronto.,REAL
Local authorities in Cape Town opened a new public park after months of construction.,REAL
"This tap water trick will make you lose 10 kilos in a week, no diet needed!",FAKE
a well-known singer reveals they are actually an alien sent to observe Australia.,FAKE
the Ministry of Education confirmed that road repair work will begin in Toronto next month.,REAL
"a household plant can completely cure hair loss in just three days, scientists are stunned.",FAKE
a top business leader reveals they are actually an alien sent to observe Canada.,FAKE
a famous cricketer reveals they are actually an alien sent to observe France.,FAKE
"This a fruit peel trick will make you lose 10 kilos in a week, no diet needed!",FAKE
Japan will host an international conference on renewable energy next year.,REAL
A report by the University of Toronto researchers highlights steady progress in reducing the common cold cases.,REAL
"a fruit peel can completely cure diabetes in just three days, scientists are stunned.",FAKE
